1,9,48.865632436400006,2.35156965876
1,55,48.865632436400006,2.3518662929599996
1,69,48.865632436400006,2.35191125851
1,80,48.865632436400006,2.3520493397999997
1,143,48.865632436400006,2.3520058620400004
1,154,48.865632436400006,2.3518057645900003
1,256,48.865632436400006,2.35174695651
1,273,48.865632436400006,2.35214651113
1,321,48.865632436400006,2.352094512
1,391,48.865632436400006,2.35168729328
1,406,48.865632436400006,2.35162932551
1,490,48.865632436400006,2.35195558191
2,2,48.869484746000005,2.33818912836
2,4,48.869484746000005,2.33879837759
2,53,48.869484746000005,2.3380724222
2,87,48.869484746000005,2.33838523462
2,151,48.869484746000005,2.33858676223
2,152,48.869484746000005,2.33881835053
2,228,48.869484746000005,2.3384918955700003
2,293,48.869484746000005,2.33828342185
2,416,48.869484746000005,2.33868905474
2,422,48.869484746000005,2.3378267388599996
3,186,48.8692861639,2.35355678981
3,283,48.8692861639,2.35402102366
3,290,48.8692861639,2.35344434188
4,2,48.8695510401,2.33818912836
4,4,48.8695510401,2.33879837759
4,87,48.8695510401,2.33838523462
4,105,48.8695510401,2.33897151975
4,151,48.8695510401,2.33858676223
4,152,48.8695510401,2.33881835053
4,228,48.8695510401,2.3384918955700003
4,293,48.8695510401,2.33828342185
4,416,48.8695510401,2.33868905474
5,47,48.8683043378,2.3534217364099996
5,176,48.8683043378,2.35351976454
5,248,48.8683043378,2.35370816226
5,302,48.8683043378,2.35361183974
5,311,48.8683043378,2.35346947078
5,340,48.8683043378,2.35366127508
6,34,48.8708235641,2.33355980522
6,75,48.8708235641,2.33348994863
6,144,48.8708235641,2.33371146468
6,274,48.8708235641,2.33341753178
6,279,48.8708235641,2.33364075283
6,304,48.8708235641,2.33401903676
6,350,48.8708235641,2.33334170597
6,382,48.8708235641,2.33412297699
6,482,48.8708235641,2.3339278701599997
6,498,48.8708235641,2.3337864475599996
7,120,48.8699184238,2.3290604900400003
7,161,48.8699184238,2.32859701608
7,182,48.8699184238,2.3286643246
7,217,48.8699184238,2.32874610945
7,244,48.8699184238,2.32835506427
7,252,48.8699184238,2.32914142084
7,275,48.8699184238,2.32897188748
7,326,48.8699184238,2.32844877985
7,353,48.8699184238,2.32890032367
8,70,48.8636169503,2.3509927300999998
8,91,48.8636169503,2.35104271917
9,67,48.8654447141,2.35178765792
9,69,48.8654447141,2.35191125851
9,80,48.8654447141,2.3520493397999997
9,143,48.8654447141,2.3520058620400004
9,154,48.8654447141,2.3518057645900003
9,175,48.8654447141,2.35108228908
9,256,48.8654447141,2.35174695651
9,321,48.8654447141,2.352094512
9,391,48.8654447141,2.35168729328
9,406,48.8654447141,2.35162932551
9,442,48.8654447141,2.35174078109
9,490,48.8654447141,2.35195558191
10,48,48.86994101770001,2.3509030292900004
10,262,48.86994101770001,2.35100435602
